Scientific_Name,Common_Name,Vendor,Product_Type,Tags,URL,Source,Found_In_Multiple_Sources
,"""Windelov"" Java Fern",Plants,Live Plants,African Cichlid Aquarium Plants; African Cichlid Plants; Aquarium Co-Op; brand_live_plant; By Fish Tank Type_Betta Aquarium Plants; By Fish Tank Type_Goldfish Aquarium Plants; Easy Plants; Goldfish Plants; light-requirements_low-light-plants; Live Plant; live-plants; Low Light Plants; meta-related-article-how-to-plant; meta-related-article-midground-plants; Midground Plants; placement_midground-plants; type_easy-aquarium-plants; type_ferns; USA_OK; wet_plant,https://aquariumcoop.com/products/java-fern-windelov,Aquarium Co-Op,No
,A Bucephalandra Species [Grower's Choice],Aquarium Plants Factory,Home & Garden > Plants > Aquatic Plants,Bucephalandra; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/bucephalandra-species-mystery,Aquarium Plants Factory,No
,A Bucephalandra Species Vitro Culture [Grower's Choice],Aquarium Plants Factory,,Bucephalandra; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/bucephalandra-species-mystery-in-vitro,Aquarium Plants Factory,No
,A Bucephalandra Species Vitro Culture Premium Full Bag [Grower's Choice],Aquarium Plants Factory,,Bucephalandra; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/premium-bucephalandra-species-mystery-in-vitro,Aquarium Plants Factory,No
,A Water Lily Species [Grower's Choice],Aquarium Plants Factory,Home & Garden > Plants > Aquatic Plants,Buy 2 Get 1 Free; Nymphaea,https://aquariumplantsfactory.com/products/water-lily-species-growers-choice,Aquarium Plants Factory,No
Aciotis acuminifolia,Aciotis Acuminifolia Vitro Culture,Aquarium Plants Factory,,Aciotis; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/aciotis-acuminifolia-vitro-culture,Aquarium Plants Factory,No
African water,African Water Fern / Bolbitis Heudelotii,BUCE,Aquatic Plant,aquarium plants; Aquatic Plants; Availability_In Stock; background; Buce Friday; Care_Easy; Collection_Aquarium Plants; epiphyte; fern; instock; Light_Low; Midground; Origin_Africa; Price_16.00-24.99; Price_25.00-39.99; Summer25,https://buceplant.com/products/african-water-fern-bolbitis-heudelotii,Buce Plant,No
Alternanthera amabilis,Alternanthera Amabilis Tricolor,CPA,Aquatic Plant,aquarium plants; Availability_In Stock; Collection_Aquarium Plants; instock; Light_High; Price_0.99-4.99; Price_5.00-15.99; Stem Plants,https://buceplant.com/products/alternanthera-amabilis-tricolor,Buce Plant,No
Alternanthera bettzickiana,Alternanthera Bettzickiana Red,Aquarium Plants Factory,,Alternanthera; Buy 2 Get 1 Free; Red Aquatic Plants Collection; Terrarium / Vivarium Plants,https://aquariumplantsfactory.com/products/alternanthera-bettzickiana-red,Aquarium Plants Factory,Yes
Alternanthera bettzickiana,Alternanthera Bettzickiana Green,ACW,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Care_Medium; Collection_Aquarium Plants; instock; Light_High; Light_Medium; Midground; Origin_North America; Origin_South America; Price_5.00-15.99; Stem Plant,https://buceplant.com/products/alternanthera-bettzickiana-green,Buce Plant,Yes
Alternanthera bettzickiana,Alternanthera Bettzickiana Red,ACW,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; background; Care_Difficult; Care_Medium; Collection_Aquarium Plants; hot; instock; Light_High; Light_Medium; midground; Origin_North America; Origin_South America; Price_16.00-24.99; Price_5.00-15.99; red aquarium plants; red plant; Stem Plant,https://buceplant.com/products/alternanthera-bettzickiana,Buce Plant,Yes
Alternanthera bettzickiana,Alternanthera Bettzickiana Red on Clay Moss Ball,ACW,Aquatic Plant,aquarium plant decor; aquarium plants; beginner plant; Collection_Aquarium Plants; Light_High; Light_Low; Light_Medium; Moss; oos; Price_5.00-15.99,https://buceplant.com/products/alternanthera-bettzickiana-red-on-clay-moss-ball,Buce Plant,Yes
Alternanthera ficoidea,Alternanthera Ficoidea 'Pink',Aquarium Plants Factory,,Alternanthera; Buy 2 Get 1 Free; Red Aquatic Plants Collection; Terrarium / Vivarium Plants,https://aquariumplantsfactory.com/products/alternanthera-ficoidea-pink,Aquarium Plants Factory,Yes
Alternanthera ficoidea,Alternanthera Ficoidea Rainbow,Aquarium Plants Factory,,Alternanthera; Buy 2 Get 1 Free; Red Aquatic Plants Collection; Terrarium / Vivarium Plants,https://aquariumplantsfactory.com/products/alternanthera-ficoidea-rainbow,Aquarium Plants Factory,Yes
Alternanthera lilacina,Alternanthera Lilacina,Aquarium Plants Factory,,Alternanthera; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/alternanthera-lilacina,Aquarium Plants Factory,Yes
Alternanthera lilacina,Alternanthera Lilacina Vitro Culture,Aquarium Plants Factory,,Alternanthera; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/alternanthera-lilacina-in-vitro,Aquarium Plants Factory,Yes
Alternanthera lilacina,Alternanthera Lilacina Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Brand_Aquatic Farmer; Care_Medium; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_High; Light_Medium; Midground; Origin_North America; Origin_South America; Price_5.00-15.99; red aquarium plants; red plant; Stem Plant; tissue culture,https://buceplant.com/products/alternanthera-lilacina-tissue-culture,Buce Plant,Yes
Alternanthera lilacina,Alternanthera Lilacina,ACW,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; background; Care_Medium; Collection_Aquarium Plants; Light_High; Light_Medium; midground; oos; Origin_North America; Origin_South America; Price_16.00-24.99; Price_5.00-15.99; red aquarium plants; red plant; stem plant,https://buceplant.com/products/alternanthera-lilacina,Buce Plant,Yes
Alternanthera pink,Alternanthera Pink Sunset,Aquarium Plants Factory,,Alternanthera; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/alternanthera-reineckii-pink-sunset,Aquarium Plants Factory,No
Alternanthera red,Alternanthera Red Broad Leaf,Aquarium Plants Factory,,Alternanthera; Buy 2 Get 1 Free; Red Aquatic Plants Collection,https://aquariumplantsfactory.com/products/alternanthera-red-broad-leaf,Aquarium Plants Factory,Yes
Alternanthera red,Alternanthera Red Broad Leaf,ACW,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Care_Medium; Collection_Aquarium Plants; instock; Light_High; Light_Medium; limited quantity; Origin_North America; Origin_South America; Price_0.99-4.99; Price_5.00-15.99; red aquarium plants; red plant; stem plant,https://buceplant.com/products/alternanthera-broad-leaf,Buce Plant,Yes
Alternanthera reineckii,Alternanthera Reineckii,Aquarium Plants Factory,,Alternanthera; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/alternanthera-reineckii,Aquarium Plants Factory,Yes
Alternanthera reineckii,Alternanthera Reineckii 'Super Magenta',Aquarium Plants Factory,,Alternanthera; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/alternanthera-reineckii-super-magenta,Aquarium Plants Factory,Yes
Alternanthera reineckii,Alternanthera Reineckii Mini,Aquarium Plants Factory,,Alternanthera; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/alternanthera-reineckii-mini,Aquarium Plants Factory,Yes
Alternanthera reineckii,Alternanthera Reineckii Mini Vitro Culture,Aquarium Plants Factory,Aquatic Plants,Alternanthera; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/alternanthera-reineckii-mini-in-vitro,Aquarium Plants Factory,Yes
Alternanthera reineckii,Alternanthera Reineckii Rosanervig UNS Tissue Culture,UNSTC,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; background; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_High; Light_Medium; Origin_South America; Price_5.00-15.99; red aquarium plants; red plant; Stem Plant; tissue culture,https://buceplant.com/products/alternanthera-reineckii-rosanervig-tissue-culture,Buce Plant,Yes
Alternanthera reineckii,Alternanthera Reineckii 'Rosaefolia' UNS Tissue Culture,UNSTC,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Care_Medium; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_High; Light_Medium; Midground; Origin_South America; Price_5.00-15.99; red aquarium plants; red plant; Stem Plant; tissue culture,https://buceplant.com/products/alternanthera-reineckii-rosaefolia-tissue-culture,Buce Plant,Yes
Alternanthera reineckii,Alternanthera Reineckii,ACW,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; background; Buce Friday; Care_Medium; Collection_Aquarium Plants; instock; Light_High; Light_Medium; midground; Origin_North America; Origin_South America; Price_16.00-24.99; Price_5.00-15.99; red aquarium plants; red plant; Stem Plant,https://buceplant.com/products/alternanthera-reineckii,Buce Plant,Yes
Alternanthera reineckii,Alternanthera Reineckii 'Mini' UNS Tissue Culture,UNSTC,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Care_Medium; Collection_Aquarium Plants; Collection_Tissue Culture; Foreground; instock; Light_High; Light_Medium; Midground; mother's day deals; Origin_South America; Price_5.00-15.99; red aquarium plants; red plant; Stem Plant; Tissue Culture,https://buceplant.com/products/alternanthera-reineckii-mini-1,Buce Plant,Yes
Alternanthera reineckii,Alternanthera Reineckii 'Mini' Aquatic Farmer Tissue Culture,Aquatic Farmer,Tissue Culture,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Brand_Aquatic Farmer; Buce Friday; Care_Medium; Collection_Aquarium Plants; Collection_Tissue Culture; Foreground; instock; Light_High; Light_Medium; Midground; Origin_South America; Price_5.00-15.99; red aquarium plants; red plant; Stem Plant; Tissue Culture,https://buceplant.com/products/alternanthera-reineckii-mini-tissue-culture,Buce Plant,Yes
Alternanthera reineckii,Alternanthera Reineckii Bronze Tissue Culture,Aquatic Farmer,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Care_Medium; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_High; Light_Medium; limited quantity; Midground; Origin_North America; Origin_South America; Price_5.00-15.99; red aquarium plants; red plant; Stem Plant; tissue culture,https://buceplant.com/products/alternanthera-reineckii-bronze-tissue-culture,Buce Plant,Yes
Alternanthera reineckii,Alternanthera Reineckii Rosanervig Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; background; Brand_Aquatic Farmer; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_High; Light_Medium; limited quantity; Origin_South America; Price_5.00-15.99; red aquarium plants; red plant; Stem Plant; tissue culture,https://buceplant.com/products/alternanthera-reineckii-rosanervig-aquatic-farmer-tissue-culture,Buce Plant,Yes
Alternanthera reineckii,Alternanthera Reineckii 'Mini',CPA,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Care_Medium; Collection_Aquarium Plants; Foreground; instock; Light_High; Light_Medium; Midground; Origin_South America; Price_16.00-24.99; Price_5.00-15.99; red aquarium plants; red plant; Stem Plant; Summer25,https://buceplant.com/products/alternanthera-reineckii-mini,Buce Plant,Yes
Alternanthera reineckii,Alternanthera Reineckii Rosaefolia,ACW,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Background; Buce Friday; Care_Medium; Collection_Aquarium Plants; Light_High; Light_Medium; Midground; oos; Origin_South America; Price_5.00-15.99; red aquarium plants; red plant; Stem Plant,https://buceplant.com/products/alternanthera-reineckii-rosaefolia,Buce Plant,Yes
Alternanthera reineckii,Alternanthera Reineckii Rosaefolia Mini,IS,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Background; Care_Medium; Collection_Aquarium Plants; Light_High; Light_Medium; Midground; oos; Origin_South America; Price_5.00-15.99; red aquarium plants; red plant; Stem Plant,https://buceplant.com/products/alternanthera-reineckii-rosaefolia-mini,Buce Plant,Yes
Alternanthera reineckii,Alternanthera Reineckii Green,CPA,Aquatic Plant,aquarium plants; Collection_Aquarium Plants; Light_High; oos; Price_5.00-15.99; Stem Plants,https://buceplant.com/products/alternanthera-reineckii-green,Buce Plant,Yes
Alternanthera rosaefolia,Alternanthera Rosaefolia Vitro Culture,Aquarium Plants Factory,,Alternanthera; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/alternanthera-rosaefolia-in-vitro,Aquarium Plants Factory,Yes
Alternanthera rosaefolia,Alternanthera Rosaefolia Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Brand_Aquatic Farmer; Care_Medium; Collection_Aquarium Plants; Collection_Tissue Culture; Foreground; instock; Light_High; Light_Medium; Midground; Origin_South America; Price_5.00-15.99; red aquarium plants; red plant; Stem Plant; Tissue Culture,https://buceplant.com/products/alternanthera-rosaefolia-aquatic-farmer-tissue-culture,Buce Plant,Yes
Alternanthera rosanervig,Alternanthera Rosanervig,Aquarium Plants Factory,,Alternanthera; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/alternanthera-reineckii-rosanervig,Aquarium Plants Factory,Yes
Alternanthera rosanervig,Alternanthera Rosanervig Mini,Aquarium Plants Factory,,Alternanthera; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/alternanthera-rosanervig-mini,Aquarium Plants Factory,Yes
Alternanthera rosanervig,Alternanthera Rosanervig Mini Vitro Culture,Aquarium Plants Factory,,Alternanthera; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/alternanthera-reineckii-rosanervig-in-vitro,Aquarium Plants Factory,Yes
Alternanthera rosanervig,Alternanthera Rosanervig,ACW,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; background; Buce Friday; Care_Medium; Collection_Aquarium Plants; Light_High; Light_Medium; midground; oos; Origin_North America; Origin_South America; Price_5.00-15.99; red aquarium plants; red plant; stem plant,https://buceplant.com/products/alternanthera-rosanervig,Buce Plant,Yes
Alternanthera variegatus,Alternanthera Variegatus,CPA,Aquatic Plant,aquarium plant; aquarium plants; Aquatic Plants; Availability_In Stock; background; Care_Difficult; Care_Medium; Collection_Aquarium Plants; instock; Light_High; Light_Medium; limited quantity; midground; Origin_North America; Origin_South America; Price_0.99-4.99; Price_16.00-24.99; Price_5.00-15.99; stem plant,https://buceplant.com/products/alternanthera-variegatus,Buce Plant,No
Amazon frogbit,Amazon Frogbit,Aquarium Plants Factory,Floating Plants,Buy 2 Get 1 Free; Floating Plants; Limnobium,https://aquariumplantsfactory.com/products/amazon-frogbit,Aquarium Plants Factory,No
Amazon sword,Amazon Sword,Aquarium Plants Factory,,Buy 2 Get 1 Free; Echinodorus,https://aquariumplantsfactory.com/products/echinodorus-bleheri,Aquarium Plants Factory,Yes
Amazon sword,Amazon Sword (Small Size),Aquarium Plants Factory,,Buy 2 Get 1 Free; Echinodorus,https://aquariumplantsfactory.com/products/echinodorus-bleheri-small-size,Aquarium Plants Factory,Yes
Amazon sword,Amazon Sword Mother XL,Aquarium Plants Factory,,Buy 2 Get 1 Free; Echinodorus,https://aquariumplantsfactory.com/products/echinodorus-bleheri-xl,Aquarium Plants Factory,Yes
Amazon sword,Amazon Sword,Plants,Live Plants,Aquarium Co-Op; background Plants; bestsellers-resort; brand_live_plant; Easy Plants; light-requirements_low-light-plants; Live Plant; live-plants; Low Light Plants; Sword Plants; type_easy-aquarium-plants; type_sword-plants; USA_OK; wet_plant,https://aquariumcoop.com/products/amazon-sword,Aquarium Co-Op,Yes
Ammania gracilis,Ammania Gracilis,ACW,Aquatic Plant,aquarium plant; aquarium plants; Aquatic Plants; Availability_In Stock; background; Care_Difficult; Care_Medium; Collection_Aquarium Plants; instock; Light_High; Origin_Africa; potted plant; Price_0.99-4.99; Price_16.00-24.99; Price_5.00-15.99; red aquarium plants; red plant; stem plant,https://buceplant.com/products/ammania-gracilis,Buce Plant,No
Ammania senegalensis,Ammania Senegalensis,ACW,Aquatic Plant,aquarium plant; aquarium plants; Aquatic Plants; Availability_In Stock; background; Care_Difficult; Collection_Aquarium Plants; instock; Light_High; Light_Medium; Midground; Origin_Africa; Price_16.00-24.99; Price_5.00-15.99; red aquarium plants; red plant; Stem Plant,https://buceplant.com/products/ammania-senegalensis,Buce Plant,No
Ammannia gracilis,Ammannia Gracilis,Plants,Live Plants,Aquarium Co-Op; brand_live_plant; light-requirements_high-light-plants; light-requirements_medium-light-plants; Live Plant; live-plants; Medium Light Plants; meta-related-article-high-tech-plants; meta-related-article-how-to-plant; Red Plants; Stem Plants; type_red-plants; type_stem-plants; USA_OK; wet_plant,https://aquariumcoop.com/products/ammannia-gracilis,Aquarium Co-Op,No
Ammannia gracillis,Ammannia Gracillis Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Background; Brand_Aquatic Farmer; Care_Difficult; Care_Medium; Collection_Aquarium Plants; Collection_Tissue Culture; Light_High; oos; Origin_Africa; Price_5.00-15.99; red aquarium plants; red plant; Stem Plant; tissue culture,https://buceplant.com/products/ammannia-gracilis-tissue-culture,Buce Plant,No
Ammannia pedicellata,Ammannia pedicellata ‘Golden’,Aquarium Plants Factory,,Ammannia; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/ammannia-pedicellata-golden,Aquarium Plants Factory,No
Ammannia senegalensis,Ammannia Senegalensis,Aquarium Plants Factory,,Ammania; Ammannia; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/ammannia-senegalensis,Aquarium Plants Factory,No
Ammannia sp,Ammannia Sp. Sulawesi,CPA,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic plant; Aquatic Plants; Availability_In Stock; Collection_Aquarium Plants; instock; limited quantity; Price_5.00-15.99; stem plant; Stem Plants; Summer25,https://buceplant.com/products/ammannia-sp-sulawesi,Buce Plant,No
Ammannia towuti,Ammannia Towuti Vitro Culture,Aquarium Plants Factory,,Ammania; Ammannia; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/ammannia-towuti-in-vitro,Aquarium Plants Factory,Yes
Ammannia towuti,Ammannia Towuti UNS Tissue Culture,UNSTC,Aquatic Plant,aquarium plants; Collection_Aquarium Plants; Collection_Tissue Culture; oos; Price_5.00-15.99; tissue culture,https://buceplant.com/products/ammannia-towuti-uns-tissue-culture,Buce Plant,Yes
,Anacharis,Aquarium Plants Factory,,Buy 2 Get 1 Free; Egeria; Elodea,https://aquariumplantsfactory.com/products/egeria-densa,Aquarium Plants Factory,No
,Anubias 'Super Petite',Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-super-petite,Aquarium Plants Factory,No
Anubias barteri,Anubias Barteri,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-barteri,Aquarium Plants Factory,Yes
Anubias barteri,Anubias Barteri 'Short & Sharp',Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-barteri-short-sharp,Aquarium Plants Factory,Yes
Anubias barteri,Anubias Barteri (Small Size),Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-barteri-mini-size,Aquarium Plants Factory,Yes
Anubias barteri,Anubias Barteri Broad Leaf,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-barteri-broad-leaf,Aquarium Plants Factory,Yes
Anubias barteri,Anubias Barteri Broad Leaf Vitro Culture,Aquarium Plants Factory,,Anubias; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/anubias-barteri-broad-leaf-vitro-culture,Aquarium Plants Factory,Yes
Anubias barteri,Anubias Barteri Dark Angel,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-barteri-dark-angel,Aquarium Plants Factory,Yes
Anubias barteri,Anubias Barteri Diamond,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-barteri-diamond,Aquarium Plants Factory,Yes
Anubias barteri,Anubias Barteri Large Size,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-barteri-large-size,Aquarium Plants Factory,Yes
Anubias barteri,Anubias Barteri Petite Coin,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-barteri-petite-coin,Aquarium Plants Factory,Yes
Anubias barteri,Anubias Barteri Striped,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-striped,Aquarium Plants Factory,Yes
Anubias barteri,Anubias Barteri Vitro Culture,Aquarium Plants Factory,,Anubias; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/anubias-barteri-in-vitro,Aquarium Plants Factory,Yes
Anubias barteri,Anubias Barteri Wrinkle Leaf,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-barteri-wrinkle-leaf,Aquarium Plants Factory,Yes
Anubias barteri,Anubias Barteri,Plants,Live Plants,Anubias; Aquarium Co-Op; bestsellers-resort; brand_live_plant; Easy Plants; light-requirements_low-light-plants; Live Plant; live-plants; Low Light Plants; meta-related-article-anubias-rot; meta-related-article-how-to-plant; meta-related-article-how-to-plant-anubias-or-java-fern-on-rocks; meta-related-article-midground-plants; Midground Plants; placement_midground-plants; type_anubias; type_easy-aquarium-plants; USA_OK; wet_plant,https://aquariumcoop.com/products/anubias-barteri,Aquarium Co-Op,Yes
Anubias barteri,Anubias Barteri Nana Tissue Culture,Aquarium Co-Op,Live Plants,Anubias; brand_live_plant; Easy Aquarium Plants; Easy Plants; light-requirements_low-light-plants; Live Plant; live-plants; Low Light Plants; meta-related-article-how-to-plant; meta-related-article-how-to-plant-anubias-or-java-fern-on-rocks; Nano Aquarium Plants; Nano Plants; type_anubias; type_easy-aquarium-plants; type_Tissue-Culture; wet_plant,https://aquariumcoop.com/products/anubias-nana-petite-tissue-culture,Aquarium Co-Op,Yes
Anubias barteri,Anubias Barteri Butterfly,CPA,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; background; Care_Easy; Collection_Aquarium Plants; epiphyte; instock; Light_Low; Light_Medium; Low tech; midground; Origin_Africa; Price_16.00-24.99; Price_25.00-39.99; Price_40.00-59.99; Price_5.00-15.99,https://buceplant.com/products/anubias-barteri-butterfly,Buce Plant,Yes
Anubias barteri,Anubias Barteri 'Wrinkle Leaf',CPA,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Care_Easy; Collection_Aquarium Plants; epiphyte; instock; Light_Low; Light_Medium; Low tech; Midground; Origin_Africa; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99,https://buceplant.com/products/anubias-nana-wrinkle-leaf,Buce Plant,Yes
Anubias barteri,Anubias Barteri,ACW,Aquatic Plant,Anubias; Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Care_Easy; Collection_Aquarium Plants; epiphyte; instock; Light_Low; Light_Medium; Low tech; Midground; Origin_Africa; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99; Summer25,https://buceplant.com/products/anubias-barteri,Buce Plant,Yes
Anubias barteri,Anubias Barteri Broad Leaf,ACW,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; background; Care_Easy; Collection_Aquarium Plants; epiphyte; instock; Light_Low; Light_Medium; Low tech; midground; Origin_Africa; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99; Start Your 2025 Aquascape; stocking stuffers & gift ideas,https://buceplant.com/products/anubias-barteri-broad-leaf,Buce Plant,Yes
Anubias barteri,Anubias Barteri Mother Pot,CPA,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; background; Care_Easy; Collection_Aquarium Plants; epiphyte; instock; Light_Low; Light_Medium; limited quantity; Low tech; Midground; Mother Pots; mother's day deals; Origin_Africa; Price_16.00-24.99; restock,https://buceplant.com/products/anubias-barter-mother-pot,Buce Plant,Yes
Anubias barteri,Anubias Barteri Striped Mother Pot,CPA,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; background; Buce Friday; Care_Easy; Collection_Aquarium Plants; epiphyte; instock; Light_Low; Light_Medium; limited quantity; Low tech; Midground; Mother Pots; mother's day deals; Origin_Africa; Price_16.00-24.99; restock,https://buceplant.com/products/anubias-barteri-striped-mother-pot,Buce Plant,Yes
Anubias barteri,Anubias Barteri Round (Golden Coin),CPA,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Availability_In Stock; Care_Easy; Collection_Aquarium Plants; instock; Light_Low; Light_Medium; Midground; Origin_Africa; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99,https://buceplant.com/products/anubias-barteri-round-golden-coin,Buce Plant,Yes
Anubias barteri,Anubias Barteri Broad Leaf Mother Pot,CPA,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; Availability_On SALE; background; Care_Easy; Collection_Aquarium Plants; epiphyte; Light_Low; Light_Medium; Low tech; midground; Mother Pots; mother's day deals; oos; Origin_Africa; Price_16.00-24.99,https://buceplant.com/products/anubias-barteri-broad-leaf-mother-pot,Buce Plant,Yes
Anubias barteri,Anubias Barteri Petite Round,CPA,Aquatic Plant,anubias; Aquarium Plants; Aquatic plant; Aquatic Plants; Beginner; Collection_Aquarium Plants; epiphyte; Light_Low; Light_Medium; oos; Origin_Africa; Price_5.00-15.99,https://buceplant.com/products/anubias-barteri-petite-round,Buce Plant,Yes
Anubias barteri,Anubias Barteri 'Coffeefolia',ACW,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; background; Care_Easy; Collection_Aquarium Plants; epiphyte; Light_Low; Light_Medium; Low tech; midground; oos; Origin_Africa; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99,https://buceplant.com/products/anubias-barteri-coffeefolia,Buce Plant,Yes
Anubias barteri,Anubias Barteri UNS Tissue Culture,UNSTC,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; Care_Easy; Collection_Aquarium Plants; Collection_Tissue Culture; epiphyte; Foreground; Light_Low; Light_Medium; Low tech; Midground; oos; Origin_Africa; Price_5.00-15.99; restock; tissue culture,https://buceplant.com/products/anubias-barteri-tissue-culture,Buce Plant,Yes
Anubias barteri,Anubias Barteri Dark Angel,CPA,Aquatic Plant,anubias; aquarium plants; Beginner; Collection_Aquarium Plants; epiphyte; Light_Low; Light_Medium; oos; Origin_Africa; Price_16.00-24.99; Price_5.00-15.99,https://buceplant.com/products/anubias-barteri-dark-angel,Buce Plant,Yes
Anubias barteri,Anubias Barteri 'Round Leaf' Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; Brand_Aquatic Farmer; Care_Easy; Collection_Aquarium Plants; Collection_Tissue Culture; Light_Low; Light_Medium; Midground; oos; Origin_Africa; Price_5.00-15.99,https://buceplant.com/products/anubias-barteri-round-leaf-aquatic-farmer-tissue-culture,Buce Plant,Yes
Anubias barteri,Anubias Barteri Petite Round on Lava Stone,CPA,Aquatic Plant,anubias; aquarium plants; Collection_Aquarium Plants; epiphyte; Light_Low; Light_Medium; oos; Price_5.00-15.99,https://buceplant.com/products/anubias-barteri-petite-round-on-lava-stone,Buce Plant,Yes
