Scientific_Name,Common_Name,Vendor,Product_Type,Tags,URL,Source,Found_In_Multiple_Sources
Bucephalandra needle,Bucephalandra Needle Leaf Tissue Culture,Plants,Live Plants,Aquarium Co-Op; Betta; brand_live_plant; By Fish Tank Type_Betta Aquarium Plants; Easy Plants; Foreground Plants; light-requirements_low-light-plants; Live Plant; live-plants; Low Light Plants; meta-related-article-bucephalandra; meta-related-article-foreground-plants; meta-related-article-how-to-plant; Nano Aquarium Plants; Nano Plants; placement_foreground-plants; type_bucephalandra; type_easy-aquarium-plants; type_Tissue-Culture; USA_OK; wet_plant,https://aquariumcoop.com/products/bucephalandra-needle-leaf-tissue-culture,Aquarium Co-Op,No
Bucephalandra on,Bucephalandra on Medium Driftwood [Grower's Choice],Aquarium Plants Factory,Plants on Rock/Stone,Bucephalandra; Clearance; Free Shipping; Freshwater; Rare Plants; Sale,https://aquariumplantsfactory.com/products/bucephalandra-on-medium-driftwood,Aquarium Plants Factory,Yes
Bucephalandra on,Bucephalandra on Bonsai Tree,BUCE,Bucephalandra,aquarium plant; aquarium plant decor; aquarium plants; Aquatic Plants; Availability_In Stock; bonsai tree; Buce Friday; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; Collection_Hardscape; cryptober; decor; epiphyte; farmed buce; instock; Light_Low; Light_Medium; Low Tech; Midground; Origin_Asia; Price_25.00-39.99; Price_40.00-59.99; Price_60.00-79.99,https://buceplant.com/products/bucephalandra-on-bonsai-tree,Buce Plant,Yes
Bucephalandra peacock,Bucephalandra Peacock,BUCE,Bucephalandra,aquarium plant; aquarium plants; Availability_In Stock; bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; foreground; instock; Light_Low; Light_Medium; Origin_Asia; Price_16.00-24.99; Price_25.00-39.99; Price_40.00-59.99; Price_5.00-15.99; Price_60.00-79.99,https://buceplant.com/products/peacock,Buce Plant,No
Bucephalandra pearl,Bucephalandra Pearl Grey,BUCE,Bucephalandra,aquarium plant; aquarium plants; Aquatic Plants; Availability_In Stock; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; instock; Light_Low; Light_Medium; Midground; Origin_Asia; Other_Rare; Price_16.00-24.99,https://buceplant.com/products/pearl-grey,Buce Plant,No
Bucephalandra petite,Bucephalandra Petite Blue Chili Vitro Culture,Aquarium Plants Factory,,Bucephalandra; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/bucephalandra-petite-blue-chili-in-vitro,Aquarium Plants Factory,Yes
Bucephalandra petite,Bucephalandra Petite Galaxy,Aquarium Plants Factory,,Bucephalandra; Buy 2 Get 1 Free; Freshwater,https://aquariumplantsfactory.com/products/bucephalandra-petite-galaxy,Aquarium Plants Factory,Yes
Bucephalandra phantom,Bucephalandra Phantom Mini,Aquarium Plants Factory,,Bucephalandra; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/bucephalandra-phantom-mini,Aquarium Plants Factory,No
Bucephalandra pink,Bucephalandra Pink Godzilla,Aquarium Plants Factory,,Bucephalandra; Buy 2 Get 1 Free; Freshwater,https://aquariumplantsfactory.com/products/bucephalandra-pink-godzilla,Aquarium Plants Factory,Yes
Bucephalandra pink,Bucephalandra Pink Malawi,Aquarium Plants Factory,,Bucephalandra,https://aquariumplantsfactory.com/products/bucephalandra-pink-malawi,Aquarium Plants Factory,Yes
Bucephalandra pink,Bucephalandra Pink Lady,BUCE,Bucephalandra,aquarium plant; aquarium plants; Aquatic Plants; Availability_In Stock; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; instock; Light_Low; Light_Medium; Midground; Origin_Asia; Other_Rare; Price_25.00-39.99,https://buceplant.com/products/pink-lady,Buce Plant,Yes
Bucephalandra plants,Bucephalandra Plants Packages [Grower's Choice],Aquarium Plants Factory,,Bucephalandra; Sale,https://aquariumplantsfactory.com/products/bucephalandra-plants-packages,Aquarium Plants Factory,No
Bucephalandra purple,Bucephalandra Purple Mini,Aquarium Plants Factory,Home & Garden > Plants > Aquatic Plants,Bucephalandra; Buy 2 Get 1 Free; Clearance; Free Shipping; Freshwater; Rare Plants; Red Aquatic Plants Collection; Sale,https://aquariumplantsfactory.com/products/bucephalandra-purple-mini,Aquarium Plants Factory,Yes
Bucephalandra purple,Bucephalandra Purple Mini Vitro Culture,Aquarium Plants Factory,Home & Garden > Plants > Aquatic Plants,Bucephalandra; Clearance; Free Shipping; Freshwater; In Vitro Tissue Culture; Rare Plants; Red Aquatic Plants Collection; Sale,https://aquariumplantsfactory.com/products/bucephalandra-purple-mini-in-vitro,Aquarium Plants Factory,Yes
Bucephalandra purple,Bucephalandra Purple Blue,BUCE,Bucephalandra,aquarium plant; aquarium plants; Availability_In Stock; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; Foreground; hot; instock; Light_Low; Light_Medium; Origin_Asia; Price_16.00-24.99; Price_5.00-15.99; stocking stuffers & gift ideas,https://buceplant.com/products/purple-blue,Buce Plant,Yes
Bucephalandra purple,Bucephalandra Purple Adonis,BUCE,Bucephalandra,aquarium plant; aquarium plants; Availability_In Stock; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; Foreground; instock; Light_Low; Light_Medium; Origin_Asia; Other_Rare; Price_16.00-24.99; Price_5.00-15.99,https://buceplant.com/products/purple-adonis,Buce Plant,Yes
Bucephalandra pygmaea,Bucephalandra Pygmaea 'Bukit Kelam' Tissue Culture,Plants,Live Plants,Aquarium Co-Op; Betta; brand_live_plant; By Fish Tank Type_Betta Aquarium Plants; Easy Plants; Foreground Plants; light-requirements_low-light-plants; Live Plant; live-plants; Low Light Plants; meta-related-article-bucephalandra; meta-related-article-how-to-plant; Nano Aquarium Plants; Nano Plants; placement_foreground-plants; type_bucephalandra; type_easy-aquarium-plants; type_Tissue-Culture; USA_OK; wet_plant,https://aquariumcoop.com/products/bucephalandra-pygmaea-bukit-kelam,Aquarium Co-Op,No
Bucephalandra pygmy,Bucephalandra Pygmy UNS Tissue Culture,UNSTC,Aquatic Plant,aquarium plant; aquarium plants; Availability_In Stock; Collection_Aquarium Plants; Collection_Tissue Culture; epiphyte; instock; Light_Low; limited quantity; Low Tech; Other_Rare; Price_25.00-39.99; Price_5.00-15.99; tissue culture,https://buceplant.com/products/bucephalandra-pygmy-uns-tissue-culture,Buce Plant,No
Bucephalandra rainbow,Bucephalandra Rainbow Frost,BUCE,Bucephalandra,aquarium plant; aquarium plants; Availability_In Stock; Beginner; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; Foreground; instock; Light_Low; Light_Medium; Midground; Origin_Asia; Price_16.00-24.99; Price_25.00-39.99; Price_40.00-59.99; Price_5.00-15.99; Price_60.00-79.99,https://buceplant.com/products/rainbow-frost,Buce Plant,Yes
Bucephalandra rainbow,Bucephalandra Rainbow Marble Pot (Farmed),CPA,Aquatic Plant,aquarium plants; Aquatic Plants; arrival; Availability_In Stock; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; epiphyte; farmed buce; instock; Light_Low; Light_Medium; limited quantity; Low Tech; Midground; Origin_Asia; Price_16.00-24.99; Price_25.00-39.99; Price_40.00-59.99,https://buceplant.com/products/bucephalandra-rainbow-marble,Buce Plant,Yes
Bucephalandra red,Bucephalandra Red Catherine Vitro Culture,Aquarium Plants Factory,,Bucephalandra; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/bucephalandra-catherineae-red-vitro-culture,Aquarium Plants Factory,Yes
Bucephalandra red,Bucephalandra Red Mini,Aquarium Plants Factory,Foreground / Mid-Ground Plants,Bucephalandra,https://aquariumplantsfactory.com/products/bucephalandra-red-mini,Aquarium Plants Factory,Yes
Bucephalandra red,Bucephalandra Red Mini - Small Vitro Culture Cup,Aquarium Plants Factory,Tissue Culture Plants,Bucephalandra; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/bucephalandra-red-mini-nano-in-vitro,Aquarium Plants Factory,Yes
Bucephalandra red,Bucephalandra Red Mini Vitro Culture,Aquarium Plants Factory,,Bucephalandra; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/bucephalandra-red-mini-in-vitro,Aquarium Plants Factory,Yes
Bucephalandra red,Bucephalandra Red Blade Pot,BUCE,Collector's Buce,aquarium plant; Aquarium Plants; Availability_In Stock; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; foreground; instock; Light_Low; Light_Medium; Midground; Origin_Asia; potted plant; Price_16.00-24.99; private collection; stocking stuffers & gift ideas; Summer25,https://buceplant.com/products/red-blade-buce-plant-private-collection,Buce Plant,Yes
Bucephalandra red,Bucephalandra Red Cherry,BUCE,Bucephalandra,aquarium plant; aquarium plants; Availability_In Stock; bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; Foreground; instock; Light_Low; Light_Medium; Midground; Origin_Asia; Price_16.00-24.99; Price_5.00-15.99,https://buceplant.com/products/red-cherry,Buce Plant,Yes
Bucephalandra red,Bucephalandra Red Mini (Farmed),CPA,Aquatic Plant,aquarium plant; aquarium plants; Aquatic Plants; Buce Friday; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; epiphyte; Farmed Buce; Light_Low; Light_Medium; Low Tech; Midground; oos; Origin_Asia; Price_16.00-24.99; Price_25.00-39.99,https://buceplant.com/products/bucephalandra-red-mini,Buce Plant,Yes
Bucephalandra red,Bucephalandra Red Blade,BUCE,Bucephalandra,aquarium plant; aquarium plants; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; Foreground; Light_Low; Light_Medium; Midground; oos; Origin_Asia; Price_16.00-24.99; Price_25.00-39.99; Price_40.00-59.99; Price_5.00-15.99; Price_60.00-79.99,https://buceplant.com/products/red-blade,Buce Plant,Yes
Bucephalandra red,Bucephalandra Red Mini Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,aquarium plant; aquarium plants; Aquatic Plants; Brand_Aquatic Farmer; bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; Collection_Tissue Culture; cryptober; epiphyte; Light_Low; Light_Medium; Low Tech; midground; oos; Origin_Asia; Price_16.00-24.99; tissue culture,https://buceplant.com/products/bucephalandra-red-mini-aquatic-farmer-tissue-culture,Buce Plant,Yes
Bucephalandra red,Bucephalandra Red Mini UNS Tissue Culture,UNSTC,Aquatic Plant,aquarium plant; aquarium plants; Aquatic Plants; bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; Collection_Tissue Culture; cryptober; epiphyte; Light_Low; Light_Medium; Low Tech; midground; oos; Origin_Asia; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99; tissue culture,https://buceplant.com/products/bucephalandra-red-mini-tissue-culture,Buce Plant,Yes
Bucephalandra red,Bucephalandra Red Scorpio,BUCE,Bucephalandra,aquarium plant; aquarium plants; Beginner; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; Foreground; Light_Low; Light_Medium; Midground; oos; Origin_Asia; Other_Rare; Price_16.00-24.99; Price_5.00-15.99,https://buceplant.com/products/red-scorpio,Buce Plant,Yes
Bucephalandra round,Bucephalandra Round Wavy,Aquarium Plants Factory,,Bucephalandra; Buy 2 Get 1 Free; Freshwater,https://aquariumplantsfactory.com/products/bucephalandra-round-wavy,Aquarium Plants Factory,No
Bucephalandra sanggau,Bucephalandra Sanggau Green Jade,Aquarium Plants Factory,,Bucephalandra; Buy 2 Get 1 Free; Freshwater,https://aquariumplantsfactory.com/products/bucephalandra-sanggau-green-jade,Aquarium Plants Factory,Yes
Bucephalandra sanggau,Bucephalandra Sanggau Mini Wavy UNS Tissue Culture,UNSTC,Aquatic Plant,aquarium plant; Aquarium Plants; Aquatic Plants; bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; Collection_Tissue Culture; epiphyte; Light_Low; Light_Medium; Low Tech; midground; New; oos; Origin_Asia; Price_5.00-15.99; Tissue Culture,https://buceplant.com/products/bucephalandra-sanggau-mini-wavy-uns-tissue-culture,Buce Plant,Yes
Bucephalandra sekadau,Bucephalandra Sekadau Bukit Betung UNS Tissue Culture,Aquatic Farmer,Aquatic Plant,aquarium plants; Aquatic Plants; Availability_In Stock; Brand_Ultum Nature Systems; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_Medium; Price_5.00-15.99; tissue culture,https://buceplant.com/products/bucephalandra-sekadau-bukit-betung-uns-tissue-culture,Buce Plant,Yes
Bucephalandra sekadau,Bucephalandra Sekadau Bukit Betung Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,aquarium plants; Aquatic Plants; Availability_In Stock; Brand_Aquatic Farmer; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_Medium; New; Price_5.00-15.99; tissue culture,https://buceplant.com/products/bucephalandra-sekadau-bukit-betung-farmer-tissue-culture,Buce Plant,Yes
Bucephalandra sekadau,Bucephalandra Sekadau Giant Blue Aquatic Farmer Tissue Culture,Aquatic Farmer,Tissue Culture,Aquarium Plant; aquarium plants; Aquatic Plants; Brand_Aquatic Farmer; Bucephalandra; Collection_Aquarium Plants; Collection_Bucephalandra; Collection_Tissue Culture; Light_Low; oos; Price_16.00-24.99; tissue culture,https://buceplant.com/products/bucephalandra-sekadau-giant-blue-aquatic-farmer-tissue-culture,Buce Plant,Yes
Bucephalandra sexy,Bucephalandra Sexy Pink,BUCE,Bucephalandra,aquarium plant; aquarium plants; Beginner; bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; Foreground; Light_Low; Light_Medium; Midground; oos; Origin_Asia; Price_16.00-24.99; Price_25.00-39.99; Price_40.00-59.99; Price_5.00-15.99; Price_60.00-79.99,https://buceplant.com/products/sexy-pink,Buce Plant,No
Bucephalandra silver,Bucephalandra Silver Eagle Small Vitro Culture Cup,Aquarium Plants Factory,Home & Garden > Plants > Aquatic Plants,Bucephalandra; Free Shipping; Freshwater; In Vitro Tissue Culture; Rare Plants,https://aquariumplantsfactory.com/products/bucephalandra-silver-eagle-in-nano-vitro,Aquarium Plants Factory,No
Bucephalandra sintang,Bucephalandra Sintang Green UNS Tissue Culture,UNSTC,Aquatic Plant,aquarium plants; Bucephalandra; Collection_Bucephalandra; Collection_Tissue Culture; cryptober; Light_Low; oos; Price_5.00-15.99; tissue culture,https://buceplant.com/products/bucephalandra-sintang-green-uns-tissue-culture,Buce Plant,No
Bucephalandra skeleton,Bucephalandra Skeleton Queen,Aquarium Plants Factory,,Bucephalandra; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/bucephalandra-skeleton-queen,Aquarium Plants Factory,No
Bucephalandra sp,Bucephalandra sp. Green,Aquarium Plants Factory,,Bucephalandra; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/bucephalandra-sp-green,Aquarium Plants Factory,Yes
Bucephalandra sp,Bucephalandra sp. Sintang Vitro Culture,Aquarium Plants Factory,,Bucephalandra; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/bucephalandra-sp-sintang-in-vitro,Aquarium Plants Factory,Yes
Bucephalandra sp,Bucephalandra sp Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,Aquarium Plant; Aquarium Plants; Brand_Aquatic Farmer; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; Collection_Tissue Culture; cryptober; epiphyte; Light_Low; Light_Medium; Low Tech; Midground; oos; Origin_Asia; Price_5.00-15.99; tissue culture,https://buceplant.com/products/bucephalandra-sp-tissue-culture,Buce Plant,Yes
Bucephalandra starglitz,Bucephalandra Starglitz,BUCE,Bucephalandra,aquarium plants; Availability_In Stock; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; instock; Light_Low; Low Tech; Origin_Asia; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99,https://buceplant.com/products/starglitz,Buce Plant,No
Bucephalandra super,Bucephalandra Super Blue,Aquarium Plants Factory,,Bucephalandra; Buy 2 Get 1 Free; Free Shipping; Freshwater; Rare Plants,https://aquariumplantsfactory.com/products/bucephalandra-super-blue,Aquarium Plants Factory,Yes
Bucephalandra super,Bucephalandra Super Mini Ghost Vitro Culture,Aquarium Plants Factory,Home & Garden > Plants > Aquatic Plants,Bucephalandra; Clearance; Free Shipping; Freshwater; In Vitro Tissue Culture; Rare Plants; Sale,https://aquariumplantsfactory.com/products/bucephalandra-super-mini-ghost-in-vitro,Aquarium Plants Factory,Yes
Bucephalandra super,Bucephalandra Super Mini Catherinae,BUCE,Bucephalandra,aquarium plant; aquarium plants; Aquatic Plants; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; epiphyte; Light_Low; Light_Medium; Low Tech; Midground; oos; Origin_Asia; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99,https://buceplant.com/products/bucephalandra-super-mini-catherinae,Buce Plant,Yes
Bucephalandra theia,Bucephalandra Theia Green,Aquarium Plants Factory,,Bucephalandra; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/bucephalandra-theia-green,Aquarium Plants Factory,Yes
Bucephalandra theia,Bucephalandra Theia (Farmed),CPA,Aquatic Plant,aquarium plant; Aquarium Plants; Aquatic Plants; Availability_In Stock; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; epiphyte; farmed buce; instock; Light_Low; Light_Medium; Low Tech; Midground; Origin_Asia; Price_16.00-24.99; Price_25.00-39.99; Price_40.00-59.99; Price_5.00-15.99,https://buceplant.com/products/bucephalandra-theia,Buce Plant,Yes
Bucephalandra theia,Bucephalandra Theia Pot,BUCE,Aquatic Plant,Aquarium Plant; aquarium plants; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; epiphyte; Light_Low; Light_Medium; Low Tech; Midground; oos; Origin_Asia; Price_16.00-24.99,https://buceplant.com/products/bucephalandra-theia-1,Buce Plant,Yes
Bucephalandra theia,Bucephalandra Theia Green Pot,IS,Aquatic Plant,aquarium plants; Bucephalandra; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; Light_Low; oos; Price_5.00-15.99,https://buceplant.com/products/bucephalandra-theia-green,Buce Plant,Yes
Bucephalandra thick,Bucephalandra Thick Brown,BUCE,Aquatic Plant,Aquarium Plant; aquarium plants; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; epiphyte; Light_Low; Light_Medium; Low Tech; Midground; oos; Origin_Asia; Price_16.00-24.99; Price_5.00-15.99,https://buceplant.com/products/bucephalandra-thick-brown-1,Buce Plant,No
Bucephalandra titan,Bucephalandra Titan 2,BUCE,Aquatic Plant,aquarium plant; Aquarium Plants; Availability_In Stock; Beginner; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; Foreground; instock; Light_Low; Light_Medium; Midground; Origin_Asia; Price_16.00-24.99; Price_5.00-15.99,https://buceplant.com/products/titan-2,Buce Plant,Yes
Bucephalandra titan,Bucephalandra Titan (Farmed),CPA,Bucephalandra,aquarium plant; aquarium plants; Aquatic Plants; Availability_In Stock; Buce Friday; bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; epiphyte; farmed buce; instock; Light_Low; Light_Medium; limited quantity; Low Tech; Midground; Origin_Asia; Price_5.00-15.99; stocking stuffers & gift ideas,https://buceplant.com/products/bucephalandra-titan,Buce Plant,Yes
Bucephalandra variegated,Bucephalandra Variegated Marble (Farmed),CPA,Aquatic Plant,aquarium plant; aquarium plants; Aquatic Plants; Availability_In Stock; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; epiphyte; farmed buce; instock; Light_Low; Light_Medium; limited quantity; Low Tech; Midground; Origin_Asia; Price_25.00-39.99; Price_60.00-79.99,https://buceplant.com/products/bucephalandra-marble,Buce Plant,No
Bucephalandra velvet,Bucephalandra Velvet Leaf Entikong,Aquarium Plants Factory,,Bucephalandra; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/bucephalandra-velvet-leaf-entikong,Aquarium Plants Factory,Yes
Bucephalandra velvet,Bucephalandra Velvet Tricolor,Aquarium Plants Factory,,Bucephalandra; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/bucephalandra-velvet-tricolor,Aquarium Plants Factory,Yes
Bucephalandra velvet,Bucephalandra Velvet 3 Color,BUCE,Bucephalandra,aquarium plant; aquarium plants; Availability_In Stock; Beginner; bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; instock; Light_Low; Light_Medium; Midground; Origin_Asia; Price_16.00-24.99; Price_25.00-39.99; Price_40.00-59.99; Price_5.00-15.99; Price_60.00-79.99,https://buceplant.com/products/velvet-3-color,Buce Plant,Yes
Bucephalandra velvet,Bucephalandra Velvet 3 Color Pot,BUCE,Collector's Buce,aquarium plant; Aquarium Plants; Availability_In Stock; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; instock; Light_Low; Light_Medium; Midground; Origin_Asia; potted plant; Price_16.00-24.99; private collection; Summer25,https://buceplant.com/products/buce-plant-private-collection-f1,Buce Plant,Yes
Bucephalandra velvet,Bucephalandra Velvet (Farmed),CPA,Aquatic Plant,aquarium plant; aquarium plants; Aquatic Plants; Bucephalandra; Care_Easy; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; epiphyte; farmed buce; Light_Low; Light_Medium; Low Tech; Midground; oos; Origin_Asia; Price_16.00-24.99; Price_25.00-39.99; Price_40.00-59.99,https://buceplant.com/products/bucephalandra-velvet,Buce Plant,Yes
Bucephalandra wavy,Bucephalandra Wavy Dark Green,Aquarium Plants Factory,,Bucephalandra; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/bucephalandra-wavy-dark-green,Aquarium Plants Factory,No
Bucephalandra white,Bucephalandra White Marble,Aquarium Plants Factory,,Bucephalandra; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/bucephalandra-white-marble,Aquarium Plants Factory,Yes
Bucephalandra white,Bucephalandra White Marble Vitro Culture,Aquarium Plants Factory,,Bucephalandra; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/bucephalandra-white-marble-tissue-culture,Aquarium Plants Factory,Yes
Bucephalandra white,Bucephalandra White Marble [Small Vitro Culture Cup],Aquarium Plants Factory,,Bucephalandra; Freshwater; In Vitro Tissue Culture; Rare Plants; Sale,https://aquariumplantsfactory.com/products/bucephalandra-white-marble-small-tissue-culture-cup,Aquarium Plants Factory,Yes
Butterfly moss,Butterfly Moss,Aquarium Plants Factory,,Aquatic Mosses; Buy 2 Get 1 Free; Plagiomnium,https://aquariumplantsfactory.com/products/plagiomnium-sp-butterfly,Aquarium Plants Factory,No
Cabomba aquatica,Cabomba Aquatica,Aquarium Plants Factory,Mid-Ground / Background Plants,Buy 2 Get 1 Free; Cabomba,https://aquariumplantsfactory.com/products/cabomba-aquatica,Aquarium Plants Factory,Yes
Cabomba aquatica,Cabomba Aquatica,ACW,Aquatic Plant,aquarium plant; aquarium plants; Aquatic Plants; background; Care_Easy; Collection_Aquarium Plants; Light_High; Light_Low; Light_Medium; Midground; oos; Origin_South America; Price_16.00-24.99; Price_5.00-15.99,https://buceplant.com/products/cabomba-aquatica,Buce Plant,Yes
Cabomba furcata,Cabomba Furcata,Aquarium Plants Factory,Mid-Ground / Background Plants,Buy 2 Get 1 Free; Cabomba,https://aquariumplantsfactory.com/products/cabomba-furcata,Aquarium Plants Factory,No
Cabomba piauhyensis,Cabomba Piauhyensis (Purple Cabomba),Aquarium Plants Factory,,Buy 2 Get 1 Free; Cabomba; Freshwater; Rare Plants; Red Aquatic Plants Collection,https://aquariumplantsfactory.com/products/cabomba-piauhyensis,Aquarium Plants Factory,Yes
Cabomba piauhyensis,Cabomba Piauhyensis Red,IS,Aquatic Plant,Aquarium Plant; aquarium plants; Availability_In Stock; background; Care_Difficult; Collection_Aquarium Plants; instock; Light_High; Light_Medium; limited quantity; Origin_South America; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99; red aquarium plants; red plant; Start Your 2024 Scape; Stem Plant; stocking stuffers & gift ideas,https://buceplant.com/products/cabomba-piauhyensis-red,Buce Plant,Yes
Cardamine lyrata,Cardamine Lyrata,Aquarium Plants Factory,,Buy 2 Get 1 Free; Cardamine,https://aquariumplantsfactory.com/products/cardamine-lyrata,Aquarium Plants Factory,Yes
Cardamine lyrata,Cardamine Lyrata Vitro Culture,Aquarium Plants Factory,Mid-Ground / Background Plants,Cardamine; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/cardamine-lyrata-in-vitro,Aquarium Plants Factory,Yes
Cardamine lyrata,Cardamine Lyrata Vietnam UNS Tissue Culture,UNSTC,Aquatic Plant,aquarium plant; Aquarium Plants; Aquatic Plants; Availability_In Stock; Care_Easy; Care_Medium; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_Low; Light_Medium; limited quantity; Midground; Origin_Asia; Price_5.00-15.99; tissue culture,https://buceplant.com/products/cardamine-lyrata-vietnam-tissue-culture-cup,Buce Plant,Yes
Cardamine lyrata,Cardamine Lyrata,ACW,Aquatic Plant,aquarium plant; aquarium plants; Availability_In Stock; Care_Easy; Care_Medium; Collection_Aquarium Plants; instock; Light_Low; Light_Medium; limited quantity; Low Tech; Midground; Origin_Asia; Price_0.99-4.99; Price_16.00-24.99; Price_5.00-15.99; Start Your 2025 Aquascape; Stem Plant,https://buceplant.com/products/cardamine-lyrata,Buce Plant,Yes
Ceratophyllum demersum,Ceratophyllum Demersum/ Hornwort,IS,Aquatic Plant,aquarium plant; aquarium plants; Aquatic Plants; background; Care_Easy; Collection_Aquarium Plants; Light_Low; Light_Medium; midground; oos; Origin_Cosmopolitan; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99; stem plant,https://buceplant.com/products/hornwort,Buce Plant,No
Ceratopteris cornuta,Ceratopteris Cornuta,CPA,Aquatic Plant,aquarium plants; Availability_In Stock; Care_Easy; Collection_Aquarium Plants; ferns; floating plants; instock; Origin_Cosmopolitan; Price_5.00-15.99,https://buceplant.com/products/ceratopteris-cornuta,Buce Plant,No
Ceratopteris siliquosa,Ceratopteris Siliquosa,Aquarium Plants Factory,,Buy 2 Get 1 Free; Ceratopteris,https://aquariumplantsfactory.com/products/ceratopteris-siliquosa,Aquarium Plants Factory,Yes
Ceratopteris siliquosa,Ceratopteris Siliquosa Vitro Culture,Aquarium Plants Factory,,Ceratopteris; Floating Plants; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/ceratopteris-siliquosa-in-vitro,Aquarium Plants Factory,Yes
Ceratopteris siliquosa,Ceratopteris Siliquosa / Water Sprite,IS,Aquatic Plant,aquarium plant; Aquarium Plants; Aquatic Plants; background; Care_Easy; Collection_Aquarium Plants; Light_Low; Light_Medium; midground; oos; Origin_Cosmopolitan; Price_16.00-24.99; Price_5.00-15.99; stem plant,https://buceplant.com/products/ceratopteris-siliquosa,Buce Plant,Yes
Christmas moss,Christmas Moss,Aquarium Plants Factory,Aquarium Moss,Aquatic Mosses; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/christmas-moss,Aquarium Plants Factory,Yes
Christmas moss,Christmas Moss Vitro Culture,Aquarium Plants Factory,Tissue Culture Plants,Aquatic Mosses; In Vitro Tissue Culture; Vesicularia,https://aquariumplantsfactory.com/products/vesicularia-montagnei-in-vitro,Aquarium Plants Factory,Yes
